Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Salesforce acquired Clipboard in 2013,Clipboard,Salesforce,2013,9/05/2013,"$12,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8720af0226d1fb4394a6160f16bcb2ad,Seattle-based Clipboard Acquired by Salesforce Will Shut Down June 30th | Danielle Morrill,http://www.daniellemorrill.com/2013/05/seattle-based-clipboard-acquired-by-salesforce-will-shut-down-june-30th/
Salesforce acquired Desk in 2011,Desk,Salesforce,2011,21/09/2011,"$50,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9a6a6779232cfe43f34f6730e4ac7ba7,Salesforce acquired Desk,http://techcrunch.com/2011/09/21/salesforce-buys-social-customer-service-saas-startup-assistly-for-50m-in-cash/
Salesforce acquired Dimdim in 2011,Dimdim,Salesforce,2011,6/01/2011,"$31,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b8d2ff77e4fc4ced1bc196058a02cac9,Salesforce Buys Web Conferencing Platform DimDim For $31 Million In Cash | TechCrunch,http://techcrunch.com/2011/01/06/salesforce-buys-web-conferencing-platform-dimdim-for-31-million-in-cash/
Salesforce acquired EdgeSpring in 2013,EdgeSpring,Salesforce,2013,7/06/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/34b1c825df08cd5fa80cef2072dc7c91,After Picking Up ExactTarget Salesforce Buys Enterprise Business Intelligence And Analytics Startup EdgeSpring | TechCrunch,http://techcrunch.com/2013/06/07/after-picking-up-exacttarget-salesforce-buys-enterprise-business-intelligence-and-analytics-startup-edgespring/
Salesforce acquired EntropySoft in 2013,EntropySoft,Salesforce,2013,6/02/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ba3fe3e56bdc67bf4b0077dffdb908ec,Salesforce Acquires EntropySoft to Find Scattered Digital Documents,http://pevc.dowjones.com/article?an=DJFVW00020130207e927rgi5n&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130207e927rgi5n%26from%3dalert%26pid%3d32
Salesforce acquired Etacts in 2010,Etacts,Salesforce,2010,21/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a80cec93bec5c7a57ec6989fbf7e22e,Salesforce Buys Email Contact Manager Etacts | TechCrunch,http://techcrunch.com/2010/12/21/salesforce-buys-email-contact-manager-etacts/
Salesforce acquired ExactTarget in 2013,ExactTarget,Salesforce,2013,4/06/2013,"$2,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f4ee9b88a3e9b8c360e7923d6938240c,With ExactTarget Acquisition Salesforce.com Has Spent Close To $3.5 Billion To Get Into The Chief Marketing Officer’s Suite | TechCrunch,http://techcrunch.com/2013/06/04/with-exacttarget-acquisition-salesforce-com-has-spent-close-to-3-5-billion-to-get-into-the-chief-marketing-officers-suite/
Salesforce acquired GoInstant in 2012,GoInstant,Salesforce,2012,9/07/2012,"$70,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d2a4cd6fe22345f08550436fa4392fb4,Salesforce.com Reported To Buy GoInstant For $70 Million | TechCrunch,http://techcrunch.com/2012/07/09/salesforce-com-reported-to-buy-goinstant-for-70-million/
Salesforce acquired GroupSwim in 2009,GroupSwim,Salesforce,2009,11/12/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/48f77f285ab0404e4ebe1f582eccf736,Breaking: Salesforce.com Buys GroupSwim - CloudAve,http://www.cloudave.com/1072/breaking-salesforce-com-buys-groupswim/
Salesforce acquired Heroku in 2010,Heroku,Salesforce,2010,8/12/2010,"$250,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/facd4b9771d93a9dd2b9e23be0830a16,Salesforce.com Buys Heroku For $212 Million In Cash | TechCrunch,http://techcrunch.com/2010/12/08/breaking-salesforce-buys-heroku-for-212-million-in-cash/
Salesforce acquired Informavores in 2009,Informavores,Salesforce,2009,31/12/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/461497d77a223ba7023eac5971fe1201,Salesforce acquired Informavores,http://www.alacrastore.com/storecontent/Thomson_M&A/SalesForce_com_Inc_acquires_Informavores_Ltd-2154324040
Salesforce acquired InStranet in 2008,InStranet,Salesforce,2008,4/08/2008,"$31,500,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/1759e511b36eac37f5d47fbb7ca94115,,
Salesforce acquired Jigsaw in 2010,Jigsaw,Salesforce,2010,21/04/2010,"$142,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6dbcc3721b61de54bc3288365b331f4c,Salesforce Buys Business Directory Jigsaw For $142 Million In Cash Plus Earn-Out | TechCrunch,http://techcrunch.com/2010/04/21/salesforce-buys-jigsaw-for-142m-in-cash-plus-earn-out/
Salesforce acquired Kieden in 2006,Kieden,Salesforce,2006,22/08/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/05869ed225695c36fd6ee04693bddaaa,Salesforce.com Buys Kieden | silicontap.com,http://www.silicontap.com/salesforce_com_buys_kieden/s-0005032.html
Salesforce acquired Koral Technologies in 2007,Koral Technologies,Salesforce,2007,10/04/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5aa9e61e2ce402d9899e95fe1b2547c5,Salesforce Buys Koral Launches Content Exchange,http://startupmeme.com/salesforce-buys-koral-launches-content-exchange/
Salesforce acquired Manymoon in 2011,Manymoon,Salesforce,2011,1/02/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d4cb9cd842ae79598fa044973b03c8ae,Salesforce acquired Manymoon,http://blog.manymoon.com/2011/02/01/manymoon-acquired-by-salesforce-com/
Salesforce acquired Model Metrics in 2011,Model Metrics,Salesforce,2011,14/11/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eca747809787f54a37acbd360145c85f,Salesforce Acquires Social And Mobile Cloud Computing Consultancy Model Metrics | TechCrunch,http://techcrunch.com/2011/11/14/salesforce-acquires-social-and-mobile-cloud-computing-consultancy-model-metrics/
Salesforce acquired Prior Knowledge in 2012,Prior Knowledge,Salesforce,2012,16/12/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1d9c3651fb1163d77314fc6453dd95f1,Salesforce Acquires Prior Knowledge | DZone,http://www.dzone.com/articles/salesforce-acquires-prior
Salesforce acquired RelateIQ in 2014,RelateIQ,Salesforce,2014,11/07/2014,"$390,000,000",,Undisclosed,,,
Salesforce acquired Rypple in 2011,Rypple,Salesforce,2011,15/12/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f6a91feeae37ce476b8bb5db2db810f5,"Salesforce Buys Social Performance Platform Rypple, Will Launch ‘Human Capital Management’ Unit Successforce | TechCrunch",http://techcrunch.com/2011/12/15/salesforce-acquires-social-performance-platform-rypple-will-launch-human-capital-management-unit-successforce/
Salesforce acquired Salesforce Buddy Media in 2012,Salesforce Buddy Media,Salesforce,2012,4/06/2012,"$689,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/20c8dbc092009d359eb280f8a3295ab7,Salesforce buys Buddy Media for $689M to become a marketing powerhouse,http://venturebeat.com/2012/06/04/salesforce-buys-buddy-media-689m/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Salesforce acquired Salesforce Japan in 2010,Salesforce Japan,Salesforce,2010,31/10/2010,"$170,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/46072fdd476e210085ccf6a7992d270a,,
Salesforce acquired Salesforce Radian6 in 2011,Salesforce Radian6,Salesforce,2011,30/03/2011,"$326,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/f109e896cd008447bc6b0f428a9c7257,Salesforce Buys Social Media Monitoring Company Radian6 For $326 Million | TechCrunch,http://techcrunch.com/2011/03/30/salesforce-buys-social-media-monitoring-company-radian6-for-326-million/
Salesforce acquired Sendia in 2006,Sendia,Salesforce,2006,10/10/2006,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/93da312c8453ba9da02f04e08c21c7f7,Salesforce.com buys Sendia and goes mobile,http://www.infoworld.com/d/networking/salesforcecom-buys-sendia-and-goes-mobile-874
Salesforce acquired Sitemasher in 2010,Sitemasher,Salesforce,2010,4/06/2010,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/5a9eb9e7588b9901c2dc2b14af5e139b,Sitemasher sold and winding down... but to whom? - Techvibes.com,http://www.techvibes.com/blog/sitemasher-sold-and-winding-down-but-to-whom
Salesforce acquired Stypi in 2012,Stypi,Salesforce,2012,1/05/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/74649c1041508cd5792cbb7a2c7aae45,Salesforce Acquires YC-Backed Collaborative Text Editor Stypi | TechCrunch,http://techcrunch.com/2012/05/01/the-team-from-yc-backed-stypi-heads-to-salesforce-to-work-on-enterprise-collaboration/
Salesforce acquired Thinkfuse in 2012,Thinkfuse,Salesforce,2012,25/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fae37df3bdf3888dfdaa9891a5c0bbe5,Salesforce Acquires TechStars And TechCrunch Disrupt Alum Thinkfuse | TechCrunch,http://techcrunch.com/2012/06/25/salesforce-acquires-techstars-and-techcrunch-disrupt-alum-thinkfuse/
Twitter acquired AdGrok in 2011,AdGrok,Twitter,2011,31/05/2011,"$10,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/77963d623da8ccfca5469e34e11839ba,Twitter acquired AdGrok,http://www.ibtimes.com/twitter-said-acquire-adgrok-287203
Twitter acquired Atebits in 2010,Atebits,Twitter,2010,9/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b77b165eca30d0b0a0d8a836bdba654a,Twitter for iPhone | Twitter Blogs,https://blog.twitter.com/2010/twitter-iphone-0
Twitter acquired BackType in 2011,BackType,Twitter,2011,5/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5a343e16a95718ee523b56c1429753ee,Twitter Acquires Social Analytics Platform BackType | TechCrunch,http://techcrunch.com/2011/07/05/twitter-acquires-social-analytics-startup-backtype/
Twitter acquired Bagcheck in 2011,Bagcheck,Twitter,2011,8/08/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/83a9485f028476c8366a99ae876b6fc5,Twitter Acquires List Sharing And Discovery Platform Bagcheck Sam Pullara Joins Engineering Team | TechCrunch,http://techcrunch.com/2011/08/08/twitter-acquires-sharing-and-discovery-platform-bagcheck/
Twitter acquired Bluefin Labs in 2013,Bluefin Labs,Twitter,2013,4/02/2013,"$80,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/c22a54c707837e5a938ccca5fbac97e4,Twitter acquired Bluefin Labs,http://bostinno.streetwise.co/2013/03/04/how-twitter-came-to-boston-the-story-behind-two-very-different-acquisitions/
Twitter acquired Cabana in 2012,Cabana,Twitter,2012,18/10/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b8bf2515cdaebdda0db86be2dcd3a609,FinSMEs | Twitter Acquires Cabana,http://www.finsmes.com/2012/10/twitter-acquires-cabana.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
Twitter acquired CardSpring in 2014,CardSpring,Twitter,2014,17/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c7a726e438ef2dd69928d284d105ca1e,Twitter Acquires CardSpring To Power In-Tweet Commerce And Offers | TechCrunch,http://techcrunch.com/2014/07/17/twitter-cardspring/
Twitter acquired Cloudhopper in 2010,Cloudhopper,Twitter,2010,22/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1cac37e8b9a82f263a1012bc9d60f383,Twitter Buys Cloudhopper To Bolster Its SMS Service | TechCrunch,http://techcrunch.com/2010/04/23/twitter-buys-cloudhopper-to-bolster-its-sms-service/
Twitter acquired Clutch.io in 2012,Clutch.io,Twitter,2012,13/08/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c1cbbc19b0cf2250182444aa9c70f3cb,Twitter Strengthens Its Mobile Platform: Buys A/B App Tester Clutch.io Shutting Down Service In November | TechCrunch,http://techcrunch.com/2012/08/13/twitter-strengthens-its-mobile-platform-buys-ab-app-tester-clutch-io-shutting-down-service-in-november/
Twitter acquired Cover Lockscreen in 2014,Cover Lockscreen,Twitter,2014,7/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f7513253e5e7b3b05c76a309cc1ee0ca,Twitter Acquires Android Lockscreen App Cover Moves Deeper Into Mobile Services | TechCrunch,http://techcrunch.com/2014/04/07/twitter-acquires-android-lockscreen-app-cover-moves-deeper-into-mobile-services/
Twitter acquired Crashlytics in 2013,Crashlytics,Twitter,2013,28/01/2013,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0a1c0bfd0f2a7cde437d975571767835,Twitter's Boston Acquisitions: Crashlytics Tops $100M Bluefin Labs Close Behind | Xconomy,http://www.xconomy.com/boston/2013/02/05/twitters-boston-acquisitions-crashlytics-tops-100m-bluefin-labs-close-behind/
Twitter acquired Dabble DB in 2010,Dabble DB,Twitter,2010,10/06/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f3d1a27d1eaf9a2002d541f1bf555792,,
Twitter acquired Dasient in 2012,Dasient,Twitter,2012,24/01/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0239024c0081a335e67589bf7f16fd1a,Twitter Just Acquired A Huge Anti-Spam Startup,http://www.businessinsider.com/twitter-dasient-2012-1
Twitter acquired Fluther in 2010,Fluther,Twitter,2010,21/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a12cfc18b7c2e3d1512b773df28c7b0a,"Q: Why Did Twitter Acqhire Fluther? A: ""Search Is Mature"" Social Q&A Is Still ""Wide Open"" | TechCrunch",http://techcrunch.com/2010/12/21/fluther-twitter/
Twitter acquired Gnip in 2014,Gnip,Twitter,2014,11/08/2014,"$134,000,000",Pending,"Cash, Stock",http://www.crunchbase.com/acquisition/9952c726fea05b0f0ff5cc26bfce8423,Twitter Paid $134 Million for Gnip,http://recode.net/2014/08/11/twitter-paid-134-million-for-gnip/
Twitter acquired Hotspots.io in 2012,Hotspots.io,Twitter,2012,17/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2e8fffadeae8d3744997e6481e52c5ff,Twitter Acquires Social Analytics Startup Hotspots.io | TechCrunch,http://techcrunch.com/2012/04/16/twitter-acquires-hotspots-io/#comment-box
Twitter acquired Julpan in 2011,Julpan,Twitter,2011,21/09/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/37d92686a87706d5697278a1a07799bb,Twitter acquired Julpan,http://techcrunch.com/2011/09/21/twitter-julpan/
Twitter acquired Lucky Sort in 2013,Lucky Sort,Twitter,2013,13/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/65c5090af56f350c01af12f4f43ee928,Twitter Acquires Data-Mining Startup Lucky Sort,http://pevc.dowjones.com/article?an=DJFVW00020130513e95dqj94v&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130513e95dqj94v%26from%3dalert%26pid%3d32
Twitter acquired Marakana in 2013,Marakana,Twitter,2013,13/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5ba701bb38a1299e127c09430cc5f1e3,Twitter Buys Open Source Training Company Marakana To Power New “Twitter University” For Engineers | TechCrunch,http://techcrunch.com/2013/08/13/twitter-buys-open-source-training-company-markana-to-power-new-twitter-university-for-engineers/
Twitter acquired Mesagraph in 2014,Mesagraph,Twitter,2014,31/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e5b75b1273a3365bfad6eca707fd0c6f,Twitter Buys Frances Mesagraph And UKs SecondSync To Ramp Up Social TV Efforts In Europe | TechCrunch,http://techcrunch.com/2014/03/31/twitter-buys-frances-mesagraph-to-ramp-up-social-tv-work-in-euroupe/
Twitter acquired Mitro in 2014,Mitro,Twitter,2014,31/07/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/35498cd95b58eeb4f88d4e6c3f74529e,Twitter Acquires Password Security Startup Mitro Open Sources Its Product | TechCrunch,http://techcrunch.com/2014/07/31/twitter-mitro/
Twitter acquired Mixer Labs in 2009,Mixer Labs,Twitter,2009,23/12/2009,"$5,200,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0daa7e6885f8a6f6d42912ef04d1e340,Twitter acquired Mixer Labs,http://www.techcrunch.com/2009/12/23/twitter-acquires-mixer-labs/
Twitter acquired MoPub in 2013,MoPub,Twitter,2013,9/09/2013,"$350,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/5bc7904be4ea5f7d65ceb4f786a74dd5,Twitter Buys MoPub For $350M To Up The Ante In Mobile Advertising | TechCrunch,http://techcrunch.com/2013/09/09/twitter-said-to-acquire-mopub/
Twitter acquired Namo Media in 2014,Namo Media,Twitter,2014,5/06/2014,"$50,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/9242c50a0af42eb18287760d7135794b,Twitter Buys Mobile Native Ad Startup Namo Media For Around $50M | TechCrunch,http://techcrunch.com/2014/06/05/twitter-buys-namo-media-to-expand-its-native-ads-offering/?ncid=rss
Twitter acquired Posterous in 2012,Posterous,Twitter,2012,12/03/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9022f3081e2fd112a844d48818984579,,
Twitter acquired SecondSync in 2014,SecondSync,Twitter,2014,31/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fc69ecad74b6faada9c7046c35977284,Twitter Buys Frances Mesagraph And UKs SecondSync To Ramp Up Social TV Efforts In Europe | TechCrunch,http://techcrunch.com/2014/03/31/twitter-buys-frances-mesagraph-to-ramp-up-social-tv-work-in-euroupe/
Twitter acquired Smallthought Systems in 2010,Smallthought Systems,Twitter,2010,10/06/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/295963b9da5f8314840eb06d5f7c239a,Twitter acquired Smallthought Systems,http://paidcontent.org/article/419-twitter-buys-analytics-startup-smallthought-systems/
Twitter acquired SnappyTV in 2014,SnappyTV,Twitter,2014,19/06/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/f2231b2a0aa32ebaa0e326b20a10e15b,Twitter Acquires SnappyTV To Expand Offerings For Live Media Partners | TechCrunch,http://techcrunch.com/2014/06/19/twitter-acquires-snappytv-to-expand-offerings-for-live-media-partners/
Twitter acquired Spindle in 2013,Spindle,Twitter,2013,19/06/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bc808c09c30549bc1e0909574bee0f2e,Twitter Acquires Local Discovery Startup Spindle Will End Spindle Service | TechCrunch,http://techcrunch.com/2013/06/19/twitter-acquires-local-discovery-startup-spindle-will-end-spindle-service/
